cohort_month,activity_month,active_customers,months_since_signup,cohort_customers,retention_pct
2023-02-01,2024-01-01,48,11,50,96.0
2023-02-01,2024-02-01,41,12,50,82.0
2023-02-01,2024-03-01,35,13,50,70.0
2023-02-01,2024-04-01,39,14,50,78.0
2023-02-01,2024-05-01,43,15,50,86.0
2023-02-01,2024-06-01,42,16,50,84.0
2023-02-01,2024-07-01,46,17,50,92.0
2023-02-01,2024-08-01,45,18,50,90.0
2023-02-01,2024-09-01,37,19,50,74.0
2023-02-01,2024-10-01,33,20,50,66.0
2023-02-01,2024-11-01,41,21,50,82.0
2023-02-01,2024-12-01,44,22,50,88.0
2023-02-01,2025-01-01,47,23,50,94.0
2023-02-01,2025-02-01,44,24,50,88.0
2023-02-01,2025-03-01,42,25,50,84.0
2023-02-01,2025-04-01,33,26,50,66.0
2023-02-01,2025-05-01,42,27,50,84.0
2023-02-01,2025-06-01,41,28,50,82.0
2023-02-01,2025-07-01,40,29,50,80.0
2023-02-01,2025-08-01,41,30,50,82.0
2023-02-01,2025-09-01,27,31,50,54.0
2023-02-01,2025-10-01,30,32,50,60.0
2023-03-01,2023-03-01,47,0,93,50.54
2023-03-01,2023-04-01,79,1,93,84.95
2023-03-01,2023-05-01,79,2,93,84.95
2023-03-01,2023-06-01,79,3,93,84.95
2023-03-01,2023-07-01,77,4,93,82.8
2023-03-01,2023-08-01,78,5,93,83.87
2023-03-01,2023-09-01,69,6,93,74.19
2023-03-01,2023-10-01,73,7,93,78.49
2023-03-01,2023-11-01,67,8,93,72.04
2023-03-01,2023-12-01,76,9,93,81.72
2023-03-01,2024-01-01,79,10,93,84.95
2023-03-01,2024-02-01,85,11,93,91.4
2023-03-01,2024-03-01,79,12,93,84.95
2023-03-01,2024-04-01,72,13,93,77.42
2023-03-01,2024-05-01,82,14,93,88.17
2023-03-01,2024-06-01,75,15,93,80.65
2023-03-01,2024-07-01,74,16,93,79.57
2023-03-01,2024-08-01,76,17,93,81.72
2023-03-01,2024-09-01,64,18,93,68.82
2023-03-01,2024-10-01,66,19,93,70.97
2023-03-01,2024-11-01,76,20,93,81.72
2023-03-01,2024-12-01,67,21,93,72.04
2023-03-01,2025-01-01,85,22,93,91.4
2023-03-01,2025-02-01,79,23,93,84.95
2023-03-01,2025-03-01,84,24,93,90.32
2023-03-01,2025-04-01,63,25,93,67.74
2023-03-01,2025-05-01,83,26,93,89.25
2023-03-01,2025-06-01,79,27,93,84.95
2023-03-01,2025-07-01,73,28,93,78.49
2023-03-01,2025-08-01,73,29,93,78.49
2023-03-01,2025-09-01,62,30,93,66.67
2023-03-01,2025-10-01,66,31,93,70.97
2023-04-01,2023-04-01,38,0,87,43.68
2023-04-01,2023-05-01,73,1,87,83.91
2023-04-01,2023-06-01,74,2,87,85.06
2023-04-01,2023-07-01,69,3,87,79.31
2023-04-01,2023-08-01,64,4,87,73.56
2023-04-01,2023-09-01,63,5,87,72.41
2023-04-01,2023-10-01,65,6,87,74.71
2023-04-01,2023-11-01,55,7,87,63.22
2023-04-01,2023-12-01,70,8,87,80.46
2023-04-01,2024-01-01,81,9,87,93.1
2023-04-01,2024-02-01,78,10,87,89.66
2023-04-01,2024-03-01,68,11,87,78.16
2023-04-01,2024-04-01,73,12,87,83.91
2023-04-01,2024-05-01,68,13,87,78.16
2023-04-01,2024-06-01,72,14,87,82.76
2023-04-01,2024-07-01,68,15,87,78.16
2023-04-01,2024-08-01,73,16,87,83.91
2023-04-01,2024-09-01,65,17,87,74.71
2023-04-01,2024-10-01,61,18,87,70.11
2023-04-01,2024-11-01,62,19,87,71.26
2023-04-01,2024-12-01,69,20,87,79.31
2023-04-01,2025-01-01,75,21,87,86.21
2023-04-01,2025-02-01,69,22,87,79.31
2023-04-01,2025-03-01,76,23,87,87.36
2023-04-01,2025-04-01,62,24,87,71.26
2023-04-01,2025-05-01,74,25,87,85.06
2023-04-01,2025-06-01,79,26,87,90.8
2023-04-01,2025-07-01,66,27,87,75.86
2023-04-01,2025-08-01,75,28,87,86.21
2023-04-01,2025-09-01,61,29,87,70.11
2023-04-01,2025-10-01,59,30,87,67.82
2023-05-01,2023-05-01,40,0,77,51.95
2023-05-01,2023-06-01,67,1,77,87.01
2023-05-01,2023-07-01,60,2,77,77.92
2023-05-01,2023-08-01,60,3,77,77.92
2023-05-01,2023-09-01,52,4,77,67.53
2023-05-01,2023-10-01,58,5,77,75.32
2023-05-01,2023-11-01,57,6,77,74.03
2023-05-01,2023-12-01,58,7,77,75.32
2023-05-01,2024-01-01,71,8,77,92.21
2023-05-01,2024-02-01,66,9,77,85.71
2023-05-01,2024-03-01,65,10,77,84.42
2023-05-01,2024-04-01,66,11,77,85.71
2023-05-01,2024-05-01,65,12,77,84.42
2023-05-01,2024-06-01,68,13,77,88.31
2023-05-01,2024-07-01,59,14,77,76.62
2023-05-01,2024-08-01,62,15,77,80.52
2023-05-01,2024-09-01,56,16,77,72.73
2023-05-01,2024-10-01,55,17,77,71.43
2023-05-01,2024-11-01,60,18,77,77.92
2023-05-01,2024-12-01,64,19,77,83.12
2023-05-01,2025-01-01,68,20,77,88.31
2023-05-01,2025-02-01,64,21,77,83.12
2023-05-01,2025-03-01,65,22,77,84.42
2023-05-01,2025-04-01,51,23,77,66.23
2023-05-01,2025-05-01,63,24,77,81.82
2023-05-01,2025-06-01,70,25,77,90.91
2023-05-01,2025-07-01,60,26,77,77.92
2023-05-01,2025-08-01,60,27,77,77.92
2023-05-01,2025-09-01,57,28,77,74.03
2023-05-01,2025-10-01,59,29,77,76.62
2023-06-01,2023-06-01,61,0,110,55.45
2023-06-01,2023-07-01,92,1,110,83.64
2023-06-01,2023-08-01,94,2,110,85.45
2023-06-01,2023-09-01,77,3,110,70.0
2023-06-01,2023-10-01,74,4,110,67.27
2023-06-01,2023-11-01,66,5,110,60.0
2023-06-01,2023-12-01,94,6,110,85.45
2023-06-01,2024-01-01,99,7,110,90.0
2023-06-01,2024-02-01,94,8,110,85.45
2023-06-01,2024-03-01,89,9,110,80.91
2023-06-01,2024-04-01,91,10,110,82.73
2023-06-01,2024-05-01,93,11,110,84.55
2023-06-01,2024-06-01,91,12,110,82.73
2023-06-01,2024-07-01,87,13,110,79.09
2023-06-01,2024-08-01,89,14,110,80.91
2023-06-01,2024-09-01,80,15,110,72.73
2023-06-01,2024-10-01,74,16,110,67.27
2023-06-01,2024-11-01,83,17,110,75.45
2023-06-01,2024-12-01,86,18,110,78.18
2023-06-01,2025-01-01,100,19,110,90.91
2023-06-01,2025-02-01,93,20,110,84.55
2023-06-01,2025-03-01,96,21,110,87.27
2023-06-01,2025-04-01,74,22,110,67.27
2023-06-01,2025-05-01,89,23,110,80.91
2023-06-01,2025-06-01,90,24,110,81.82
2023-06-01,2025-07-01,93,25,110,84.55
2023-06-01,2025-08-01,83,26,110,75.45
2023-06-01,2025-09-01,73,27,110,66.36
2023-06-01,2025-10-01,85,28,110,77.27
2023-07-01,2023-07-01,47,0,90,52.22
2023-07-01,2023-08-01,72,1,90,80.0
2023-07-01,2023-09-01,61,2,90,67.78
2023-07-01,2023-10-01,65,3,90,72.22
2023-07-01,2023-11-01,61,4,90,67.78
2023-07-01,2023-12-01,72,5,90,80.0
2023-07-01,2024-01-01,85,6,90,94.44
2023-07-01,2024-02-01,78,7,90,86.67
2023-07-01,2024-03-01,67,8,90,74.44
2023-07-01,2024-04-01,74,9,90,82.22
2023-07-01,2024-05-01,75,10,90,83.33
2023-07-01,2024-06-01,75,11,90,83.33
2023-07-01,2024-07-01,71,12,90,78.89
2023-07-01,2024-08-01,75,13,90,83.33
2023-07-01,2024-09-01,60,14,90,66.67
2023-07-01,2024-10-01,68,15,90,75.56
2023-07-01,2024-11-01,73,16,90,81.11
2023-07-01,2024-12-01,74,17,90,82.22
2023-07-01,2025-01-01,84,18,90,93.33
2023-07-01,2025-02-01,71,19,90,78.89
2023-07-01,2025-03-01,75,20,90,83.33
2023-07-01,2025-04-01,60,21,90,66.67
2023-07-01,2025-05-01,72,22,90,80.0
2023-07-01,2025-06-01,81,23,90,90.0
2023-07-01,2025-07-01,73,24,90,81.11
2023-07-01,2025-08-01,77,25,90,85.56
2023-07-01,2025-09-01,67,26,90,74.44
2023-07-01,2025-10-01,64,27,90,71.11
2023-08-01,2023-08-01,47,0,91,51.65
2023-08-01,2023-09-01,67,1,91,73.63
2023-08-01,2023-10-01,65,2,91,71.43
2023-08-01,2023-11-01,64,3,91,70.33
2023-08-01,2023-12-01,78,4,91,85.71
2023-08-01,2024-01-01,87,5,91,95.6
2023-08-01,2024-02-01,74,6,91,81.32
2023-08-01,2024-03-01,75,7,91,82.42
2023-08-01,2024-04-01,69,8,91,75.82
2023-08-01,2024-05-01,72,9,91,79.12
2023-08-01,2024-06-01,80,10,91,87.91
2023-08-01,2024-07-01,80,11,91,87.91
2023-08-01,2024-08-01,76,12,91,83.52
2023-08-01,2024-09-01,71,13,91,78.02
2023-08-01,2024-10-01,64,14,91,70.33
2023-08-01,2024-11-01,57,15,91,62.64
2023-08-01,2024-12-01,69,16,91,75.82
2023-08-01,2025-01-01,86,17,91,94.51
2023-08-01,2025-02-01,78,18,91,85.71
2023-08-01,2025-03-01,79,19,91,86.81
2023-08-01,2025-04-01,62,20,91,68.13
2023-08-01,2025-05-01,78,21,91,85.71
2023-08-01,2025-06-01,76,22,91,83.52
2023-08-01,2025-07-01,74,23,91,81.32
2023-08-01,2025-08-01,74,24,91,81.32
2023-08-01,2025-09-01,69,25,91,75.82
2023-08-01,2025-10-01,63,26,91,69.23
2023-09-01,2023-09-01,36,0,89,40.45
2023-09-01,2023-10-01,63,1,89,70.79
2023-09-01,2023-11-01,62,2,89,69.66
2023-09-01,2023-12-01,73,3,89,82.02
2023-09-01,2024-01-01,79,4,89,88.76
2023-09-01,2024-02-01,78,5,89,87.64
2023-09-01,2024-03-01,74,6,89,83.15
2023-09-01,2024-04-01,74,7,89,83.15
2023-09-01,2024-05-01,75,8,89,84.27
2023-09-01,2024-06-01,68,9,89,76.4
2023-09-01,2024-07-01,74,10,89,83.15
2023-09-01,2024-08-01,72,11,89,80.9
2023-09-01,2024-09-01,56,12,89,62.92
2023-09-01,2024-10-01,63,13,89,70.79
2023-09-01,2024-11-01,62,14,89,69.66
2023-09-01,2024-12-01,67,15,89,75.28
2023-09-01,2025-01-01,79,16,89,88.76
2023-09-01,2025-02-01,75,17,89,84.27
2023-09-01,2025-03-01,79,18,89,88.76
2023-09-01,2025-04-01,60,19,89,67.42
2023-09-01,2025-05-01,76,20,89,85.39
2023-09-01,2025-06-01,71,21,89,79.78
2023-09-01,2025-07-01,71,22,89,79.78
2023-09-01,2025-08-01,72,23,89,80.9
2023-09-01,2025-09-01,65,24,89,73.03
2023-09-01,2025-10-01,63,25,89,70.79
2023-10-01,2023-10-01,40,0,92,43.48
2023-10-01,2023-11-01,66,1,92,71.74
2023-10-01,2023-12-01,75,2,92,81.52
2023-10-01,2024-01-01,81,3,92,88.04
2023-10-01,2024-02-01,82,4,92,89.13
2023-10-01,2024-03-01,77,5,92,83.7
2023-10-01,2024-04-01,68,6,92,73.91
2023-10-01,2024-05-01,84,7,92,91.3
2023-10-01,2024-06-01,79,8,92,85.87
2023-10-01,2024-07-01,77,9,92,83.7
2023-10-01,2024-08-01,71,10,92,77.17
2023-10-01,2024-09-01,65,11,92,70.65
2023-10-01,2024-10-01,69,12,92,75.0
2023-10-01,2024-11-01,70,13,92,76.09
2023-10-01,2024-12-01,80,14,92,86.96
2023-10-01,2025-01-01,83,15,92,90.22
2023-10-01,2025-02-01,79,16,92,85.87
2023-10-01,2025-03-01,80,17,92,86.96
2023-10-01,2025-04-01,63,18,92,68.48
2023-10-01,2025-05-01,83,19,92,90.22
2023-10-01,2025-06-01,79,20,92,85.87
2023-10-01,2025-07-01,74,21,92,80.43
2023-10-01,2025-08-01,75,22,92,81.52
2023-10-01,2025-09-01,57,23,92,61.96
2023-10-01,2025-10-01,68,24,92,73.91
2023-11-01,2023-11-01,40,0,88,45.45
2023-11-01,2023-12-01,74,1,88,84.09
2023-11-01,2024-01-01,80,2,88,90.91
2023-11-01,2024-02-01,73,3,88,82.95
2023-11-01,2024-03-01,68,4,88,77.27
2023-11-01,2024-04-01,72,5,88,81.82
2023-11-01,2024-05-01,77,6,88,87.5
2023-11-01,2024-06-01,77,7,88,87.5
2023-11-01,2024-07-01,74,8,88,84.09
2023-11-01,2024-08-01,73,9,88,82.95
2023-11-01,2024-09-01,55,10,88,62.5
2023-11-01,2024-10-01,71,11,88,80.68
2023-11-01,2024-11-01,59,12,88,67.05
2023-11-01,2024-12-01,74,13,88,84.09
2023-11-01,2025-01-01,78,14,88,88.64
2023-11-01,2025-02-01,77,15,88,87.5
2023-11-01,2025-03-01,72,16,88,81.82
2023-11-01,2025-04-01,69,17,88,78.41
2023-11-01,2025-05-01,74,18,88,84.09
2023-11-01,2025-06-01,73,19,88,82.95
2023-11-01,2025-07-01,72,20,88,81.82
2023-11-01,2025-08-01,73,21,88,82.95
2023-11-01,2025-09-01,61,22,88,69.32
2023-11-01,2025-10-01,60,23,88,68.18
2023-12-01,2023-12-01,47,0,96,48.96
2023-12-01,2024-01-01,86,1,96,89.58
2023-12-01,2024-02-01,86,2,96,89.58
2023-12-01,2024-03-01,83,3,96,86.46
2023-12-01,2024-04-01,78,4,96,81.25
2023-12-01,2024-05-01,83,5,96,86.46
2023-12-01,2024-06-01,79,6,96,82.29
2023-12-01,2024-07-01,83,7,96,86.46
2023-12-01,2024-08-01,72,8,96,75.0
2023-12-01,2024-09-01,62,9,96,64.58
2023-12-01,2024-10-01,70,10,96,72.92
2023-12-01,2024-11-01,61,11,96,63.54
2023-12-01,2024-12-01,75,12,96,78.12
2023-12-01,2025-01-01,89,13,96,92.71
2023-12-01,2025-02-01,81,14,96,84.38
2023-12-01,2025-03-01,88,15,96,91.67
2023-12-01,2025-04-01,64,16,96,66.67
2023-12-01,2025-05-01,88,17,96,91.67
2023-12-01,2025-06-01,78,18,96,81.25
2023-12-01,2025-07-01,81,19,96,84.38
2023-12-01,2025-08-01,78,20,96,81.25
2023-12-01,2025-09-01,69,21,96,71.88
2023-12-01,2025-10-01,72,22,96,75.0
2024-01-01,2024-01-01,64,0,97,65.98
2024-01-01,2024-02-01,82,1,97,84.54
2024-01-01,2024-03-01,81,2,97,83.51
2024-01-01,2024-04-01,71,3,97,73.2
2024-01-01,2024-05-01,81,4,97,83.51
2024-01-01,2024-06-01,83,5,97,85.57
2024-01-01,2024-07-01,83,6,97,85.57
2024-01-01,2024-08-01,78,7,97,80.41
2024-01-01,2024-09-01,64,8,97,65.98
2024-01-01,2024-10-01,75,9,97,77.32
2024-01-01,2024-11-01,65,10,97,67.01
2024-01-01,2024-12-01,71,11,97,73.2
2024-01-01,2025-01-01,88,12,97,90.72
2024-01-01,2025-02-01,84,13,97,86.6
2024-01-01,2025-03-01,86,14,97,88.66
2024-01-01,2025-04-01,64,15,97,65.98
2024-01-01,2025-05-01,82,16,97,84.54
2024-01-01,2025-06-01,85,17,97,87.63
2024-01-01,2025-07-01,75,18,97,77.32
2024-01-01,2025-08-01,76,19,97,78.35
2024-01-01,2025-09-01,67,20,97,69.07
2024-01-01,2025-10-01,69,21,97,71.13
2024-02-01,2024-02-01,35,0,79,44.3
2024-02-01,2024-03-01,58,1,79,73.42
2024-02-01,2024-04-01,65,2,79,82.28
2024-02-01,2024-05-01,71,3,79,89.87
2024-02-01,2024-06-01,67,4,79,84.81
2024-02-01,2024-07-01,65,5,79,82.28
2024-02-01,2024-08-01,66,6,79,83.54
2024-02-01,2024-09-01,54,7,79,68.35
2024-02-01,2024-10-01,65,8,79,82.28
2024-02-01,2024-11-01,58,9,79,73.42
2024-02-01,2024-12-01,64,10,79,81.01
2024-02-01,2025-01-01,68,11,79,86.08
2024-02-01,2025-02-01,72,12,79,91.14
2024-02-01,2025-03-01,69,13,79,87.34
2024-02-01,2025-04-01,52,14,79,65.82
2024-02-01,2025-05-01,68,15,79,86.08
2024-02-01,2025-06-01,69,16,79,87.34
2024-02-01,2025-07-01,60,17,79,75.95
2024-02-01,2025-08-01,65,18,79,82.28
2024-02-01,2025-09-01,58,19,79,73.42
2024-02-01,2025-10-01,52,20,79,65.82
2024-03-01,2024-03-01,47,0,92,51.09
2024-03-01,2024-04-01,75,1,92,81.52
2024-03-01,2024-05-01,75,2,92,81.52
2024-03-01,2024-06-01,77,3,92,83.7
2024-03-01,2024-07-01,77,4,92,83.7
2024-03-01,2024-08-01,75,5,92,81.52
2024-03-01,2024-09-01,56,6,92,60.87
2024-03-01,2024-10-01,70,7,92,76.09
2024-03-01,2024-11-01,61,8,92,66.3
2024-03-01,2024-12-01,64,9,92,69.57
2024-03-01,2025-01-01,81,10,92,88.04
2024-03-01,2025-02-01,82,11,92,89.13
2024-03-01,2025-03-01,85,12,92,92.39
2024-03-01,2025-04-01,63,13,92,68.48
2024-03-01,2025-05-01,85,14,92,92.39
2024-03-01,2025-06-01,80,15,92,86.96
2024-03-01,2025-07-01,70,16,92,76.09
2024-03-01,2025-08-01,81,17,92,88.04
2024-03-01,2025-09-01,68,18,92,73.91
2024-03-01,2025-10-01,68,19,92,73.91
2024-04-01,2024-04-01,51,0,97,52.58
2024-04-01,2024-05-01,77,1,97,79.38
2024-04-01,2024-06-01,83,2,97,85.57
2024-04-01,2024-07-01,78,3,97,80.41
2024-04-01,2024-08-01,76,4,97,78.35
2024-04-01,2024-09-01,74,5,97,76.29
2024-04-01,2024-10-01,69,6,97,71.13
2024-04-01,2024-11-01,71,7,97,73.2
2024-04-01,2024-12-01,77,8,97,79.38
2024-04-01,2025-01-01,87,9,97,89.69
2024-04-01,2025-02-01,79,10,97,81.44
2024-04-01,2025-03-01,85,11,97,87.63
2024-04-01,2025-04-01,64,12,97,65.98
2024-04-01,2025-05-01,83,13,97,85.57
2024-04-01,2025-06-01,88,14,97,90.72
2024-04-01,2025-07-01,82,15,97,84.54
2024-04-01,2025-08-01,81,16,97,83.51
2024-04-01,2025-09-01,69,17,97,71.13
2024-04-01,2025-10-01,68,18,97,70.1
2024-05-01,2024-05-01,46,0,85,54.12
2024-05-01,2024-06-01,67,1,85,78.82
2024-05-01,2024-07-01,72,2,85,84.71
2024-05-01,2024-08-01,69,3,85,81.18
2024-05-01,2024-09-01,66,4,85,77.65
2024-05-01,2024-10-01,61,5,85,71.76
2024-05-01,2024-11-01,64,6,85,75.29
2024-05-01,2024-12-01,64,7,85,75.29
2024-05-01,2025-01-01,76,8,85,89.41
2024-05-01,2025-02-01,70,9,85,82.35
2024-05-01,2025-03-01,68,10,85,80.0
2024-05-01,2025-04-01,57,11,85,67.06
2024-05-01,2025-05-01,73,12,85,85.88
2024-05-01,2025-06-01,71,13,85,83.53
2024-05-01,2025-07-01,69,14,85,81.18
2024-05-01,2025-08-01,71,15,85,83.53
2024-05-01,2025-09-01,64,16,85,75.29
2024-05-01,2025-10-01,63,17,85,74.12
2024-06-01,2024-06-01,45,0,82,54.88
2024-06-01,2024-07-01,64,1,82,78.05
2024-06-01,2024-08-01,62,2,82,75.61
2024-06-01,2024-09-01,53,3,82,64.63
2024-06-01,2024-10-01,61,4,82,74.39
2024-06-01,2024-11-01,66,5,82,80.49
2024-06-01,2024-12-01,69,6,82,84.15
2024-06-01,2025-01-01,74,7,82,90.24
2024-06-01,2025-02-01,72,8,82,87.8
2024-06-01,2025-03-01,70,9,82,85.37
2024-06-01,2025-04-01,56,10,82,68.29
2024-06-01,2025-05-01,76,11,82,92.68
2024-06-01,2025-06-01,75,12,82,91.46
2024-06-01,2025-07-01,64,13,82,78.05
2024-06-01,2025-08-01,67,14,82,81.71
2024-06-01,2025-09-01,61,15,82,74.39
2024-06-01,2025-10-01,58,16,82,70.73
2024-07-01,2024-07-01,37,0,72,51.39
2024-07-01,2024-08-01,53,1,72,73.61
2024-07-01,2024-09-01,53,2,72,73.61
2024-07-01,2024-10-01,56,3,72,77.78
2024-07-01,2024-11-01,48,4,72,66.67
2024-07-01,2024-12-01,60,5,72,83.33
2024-07-01,2025-01-01,64,6,72,88.89
2024-07-01,2025-02-01,64,7,72,88.89
2024-07-01,2025-03-01,62,8,72,86.11
2024-07-01,2025-04-01,46,9,72,63.89
2024-07-01,2025-05-01,59,10,72,81.94
2024-07-01,2025-06-01,57,11,72,79.17
2024-07-01,2025-07-01,55,12,72,76.39
2024-07-01,2025-08-01,53,13,72,73.61
2024-07-01,2025-09-01,52,14,72,72.22
2024-07-01,2025-10-01,49,15,72,68.06
2024-08-01,2024-08-01,47,0,84,55.95
2024-08-01,2024-09-01,63,1,84,75.0
2024-08-01,2024-10-01,62,2,84,73.81
2024-08-01,2024-11-01,61,3,84,72.62
2024-08-01,2024-12-01,63,4,84,75.0
2024-08-01,2025-01-01,74,5,84,88.1
2024-08-01,2025-02-01,73,6,84,86.9
2024-08-01,2025-03-01,73,7,84,86.9
2024-08-01,2025-04-01,56,8,84,66.67
2024-08-01,2025-05-01,76,9,84,90.48
2024-08-01,2025-06-01,71,10,84,84.52
2024-08-01,2025-07-01,61,11,84,72.62
2024-08-01,2025-08-01,64,12,84,76.19
2024-08-01,2025-09-01,55,13,84,65.48
2024-08-01,2025-10-01,65,14,84,77.38
2024-09-01,2024-09-01,36,0,87,41.38
2024-09-01,2024-10-01,65,1,87,74.71
2024-09-01,2024-11-01,61,2,87,70.11
2024-09-01,2024-12-01,71,3,87,81.61
2024-09-01,2025-01-01,79,4,87,90.8
2024-09-01,2025-02-01,67,5,87,77.01
2024-09-01,2025-03-01,84,6,87,96.55
2024-09-01,2025-04-01,59,7,87,67.82
2024-09-01,2025-05-01,72,8,87,82.76
2024-09-01,2025-06-01,75,9,87,86.21
2024-09-01,2025-07-01,77,10,87,88.51
2024-09-01,2025-08-01,71,11,87,81.61
2024-09-01,2025-09-01,66,12,87,75.86
2024-09-01,2025-10-01,58,13,87,66.67
2024-10-01,2024-10-01,34,0,83,40.96
2024-10-01,2024-11-01,58,1,83,69.88
2024-10-01,2024-12-01,70,2,83,84.34
2024-10-01,2025-01-01,77,3,83,92.77
2024-10-01,2025-02-01,71,4,83,85.54
2024-10-01,2025-03-01,73,5,83,87.95
2024-10-01,2025-04-01,61,6,83,73.49
2024-10-01,2025-05-01,70,7,83,84.34
2024-10-01,2025-06-01,75,8,83,90.36
2024-10-01,2025-07-01,62,9,83,74.7
2024-10-01,2025-08-01,73,10,83,87.95
2024-10-01,2025-09-01,57,11,83,68.67
2024-10-01,2025-10-01,62,12,83,74.7
2024-11-01,2024-11-01,32,0,78,41.03
2024-11-01,2024-12-01,66,1,78,84.62
2024-11-01,2025-01-01,68,2,78,87.18
2024-11-01,2025-02-01,73,3,78,93.59
2024-11-01,2025-03-01,66,4,78,84.62
2024-11-01,2025-04-01,54,5,78,69.23
2024-11-01,2025-05-01,69,6,78,88.46
2024-11-01,2025-06-01,65,7,78,83.33
2024-11-01,2025-07-01,66,8,78,84.62
2024-11-01,2025-08-01,62,9,78,79.49
2024-11-01,2025-09-01,54,10,78,69.23
2024-11-01,2025-10-01,58,11,78,74.36
2024-12-01,2024-12-01,47,0,89,52.81
2024-12-01,2025-01-01,78,1,89,87.64
2024-12-01,2025-02-01,82,2,89,92.13
2024-12-01,2025-03-01,75,3,89,84.27
2024-12-01,2025-04-01,58,4,89,65.17
2024-12-01,2025-05-01,71,5,89,79.78
2024-12-01,2025-06-01,75,6,89,84.27
2024-12-01,2025-07-01,72,7,89,80.9
2024-12-01,2025-08-01,70,8,89,78.65
2024-12-01,2025-09-01,58,9,89,65.17
2024-12-01,2025-10-01,69,10,89,77.53
2025-01-01,2025-01-01,59,0,86,68.6
2025-01-01,2025-02-01,70,1,86,81.4
2025-01-01,2025-03-01,76,2,86,88.37
2025-01-01,2025-04-01,51,3,86,59.3
2025-01-01,2025-05-01,78,4,86,90.7
2025-01-01,2025-06-01,74,5,86,86.05
2025-01-01,2025-07-01,77,6,86,89.53
2025-01-01,2025-08-01,76,7,86,88.37
2025-01-01,2025-09-01,57,8,86,66.28
2025-01-01,2025-10-01,56,9,86,65.12
2025-02-01,2025-02-01,40,0,77,51.95
2025-02-01,2025-03-01,65,1,77,84.42
2025-02-01,2025-04-01,55,2,77,71.43
2025-02-01,2025-05-01,66,3,77,85.71
2025-02-01,2025-06-01,59,4,77,76.62
2025-02-01,2025-07-01,61,5,77,79.22
2025-02-01,2025-08-01,62,6,77,80.52
2025-02-01,2025-09-01,51,7,77,66.23
2025-02-01,2025-10-01,51,8,77,66.23
2025-03-01,2025-03-01,51,0,98,52.04
2025-03-01,2025-04-01,66,1,98,67.35
2025-03-01,2025-05-01,80,2,98,81.63
2025-03-01,2025-06-01,81,3,98,82.65
2025-03-01,2025-07-01,75,4,98,76.53
2025-03-01,2025-08-01,84,5,98,85.71
2025-03-01,2025-09-01,68,6,98,69.39
2025-03-01,2025-10-01,74,7,98,75.51
2025-04-01,2025-04-01,38,0,87,43.68
2025-04-01,2025-05-01,78,1,87,89.66
2025-04-01,2025-06-01,76,2,87,87.36
2025-04-01,2025-07-01,73,3,87,83.91
2025-04-01,2025-08-01,71,4,87,81.61
2025-04-01,2025-09-01,63,5,87,72.41
2025-04-01,2025-10-01,61,6,87,70.11
2025-05-01,2025-05-01,49,0,94,52.13
2025-05-01,2025-06-01,80,1,94,85.11
2025-05-01,2025-07-01,73,2,94,77.66
2025-05-01,2025-08-01,74,3,94,78.72
2025-05-01,2025-09-01,58,4,94,61.7
2025-05-01,2025-10-01,64,5,94,68.09
2025-06-01,2025-06-01,42,0,84,50.0
2025-06-01,2025-07-01,72,1,84,85.71
2025-06-01,2025-08-01,71,2,84,84.52
2025-06-01,2025-09-01,61,3,84,72.62
2025-06-01,2025-10-01,55,4,84,65.48
2025-07-01,2025-07-01,33,0,72,45.83
2025-07-01,2025-08-01,63,1,72,87.5
2025-07-01,2025-09-01,50,2,72,69.44
2025-07-01,2025-10-01,52,3,72,72.22
2025-08-01,2025-08-01,43,0,83,51.81
2025-08-01,2025-09-01,55,1,83,66.27
2025-08-01,2025-10-01,70,2,83,84.34
2025-09-01,2025-09-01,37,0,75,49.33
2025-09-01,2025-10-01,71,1,75,94.67
2025-10-01,2025-10-01,30,0,30,100.0
